1000mA,,1500mA,,2000mA,,,1A,41min 10s,,1000mA,,,1500mA,,,2000mA,,,,
In,Out,In,Out,In,Out,,1.5A,17min 26s,,In,Out,Diff,In,Out,,In,Out,,,
49.24,45.34,,,,,,,,,50.78,46.88,3.9,,,,,,,,
49.25,45.3,,,,,,,,,50.79,46.84,3.95,,,,,,,,
49.26,45.23,,,,,,,,,50.8,46.77,4.03,,,,,,,,
49.26,45.34,,,,,,,,,50.8,46.88,3.92,,,,,,,,
49.29,45.34,,,,,,,,,50.83,46.88,3.95,,,,,,,,
49.31,45.34,,,,,,,,,50.85,46.88,3.97,,,,,,,,
49.32,45.34,,,,,,,,,50.86,46.88,3.98,,,,,,,,
49.35,45.37,,,,,,,,,50.89,46.91,3.98,,,,,,,,
49.34,45.37,,,,,,,,,50.88,46.91,3.97,,,,,,,,
49.35,45.43,,,,,,,,,50.89,46.97,3.92,,,,,,,,
49.35,45.36,,,,,,,,,50.89,46.9,3.99,,,,,,,,
49.36,45.37,,,,,,,,,50.9,46.91,3.99,,,,,,,,
49.36,45.44,,,,,,,,,50.9,46.98,3.92,,,,,,,,
49.36,45.51,,,,,,,,,50.9,47.05,3.85,,,,,,,,
49.36,45.46,,,,,,,,,50.9,47,3.9,,,,,,,,
49.37,45.42,,,,,,,,,50.91,46.96,3.95,,,,,,,,
49.38,45.46,,,,,,,,,50.92,47,3.92,,,,,,,,
49.39,45.41,,,,,,,,,50.93,46.95,3.98,,,,,,,,
49.4,45.46,,,,,,,,,50.94,47,3.94,,,,,,,,
49.43,45.58,,,,,,,,,50.97,47.12,3.85,,,,,,,,
49.46,45.62,,,,,,,,,51,47.16,3.84,,,,,,,,
49.47,45.71,,,,,,,,,51.01,47.25,3.76,,,,,,,,
49.48,45.83,,,,,,,,,51.02,47.37,3.65,,,,,,,,
49.49,45.94,,,,,,,,,51.03,47.48,3.55,,,,,,,,
49.48,45.96,,,,,,,,,51.02,47.5,3.52,,,,,,,,
49.49,45.96,,,,,,,,,51.03,47.5,3.53,,,,,,,,
49.49,45.96,,,,,,,,,51.03,47.5,3.53,,,,,,,,
49.49,45.83,,,,,,,,,51.03,47.37,3.66,,,,,,,,
49.5,45.85,,,,,,,,,51.04,47.39,3.65,,,,,,,,
49.5,45.92,,,,,,,,,51.04,47.46,3.58,,,,,,,,
49.51,45.83,,,,,,,,,51.05,47.37,3.68,,,,,,,,
49.51,45.75,,,,,,,,,51.05,47.29,3.76,,,,,,,,
49.56,45.83,,,,,,,,,51.1,47.37,3.73,,,,,,,,
49.56,45.82,,,,,,,,,51.1,47.36,3.74,,,,,,,,
49.58,45.71,,,,,,,,,51.12,47.25,3.87,,,,,,,,
49.59,45.71,,,,,,,,,51.13,47.25,3.88,,,,,,,,
49.61,45.75,,,,,,,,,51.15,47.29,3.86,,,,,,,,
49.62,45.71,,,,,,,,,51.16,47.25,3.91,,,,,,,,
49.62,45.7,,,,,,,,,51.16,47.24,3.92,,,,,,,,
49.62,45.71,,,,,,,,,51.16,47.25,3.91,,,,,,,,
49.62,45.71,,,,,,,,,51.16,47.25,3.91,,,,,,,,
49.62,45.63,,,,,,,,,51.16,47.17,3.99,,,,,,,,
49.63,45.71,,,,,,,,,51.17,47.25,3.92,,,,,,,,
49.63,45.72,,,,,,,,,51.17,47.26,3.91,,,,,,,,
49.63,45.83,,,,,,,,,51.17,47.37,3.8,,,,,,,,
49.63,45.83,,,,,,,,,51.17,47.37,3.8,,,,,,,,
49.65,45.83,,,,,,,,,51.19,47.37,3.82,,,,,,,,
49.67,45.83,,,,,,,,,51.21,47.37,3.84,,,,,,,,
49.67,45.83,,,,,,,,,51.21,47.37,3.84,,,,,,,,
49.7,45.85,,,,,,,,,51.24,47.39,3.85,,,,,,,,
49.71,45.95,,,,,,,,,51.25,47.49,3.76,,,,,,,,
49.73,45.96,,,,,,,,,51.27,47.5,3.77,,,,,,,,
49.74,46.07,,,,,,,,,51.28,47.61,3.67,,,,,,,,
49.75,45.96,,,,,,,,,51.29,47.5,3.79,,,,,,,,
49.75,45.96,,,,,,,,,51.29,47.5,3.79,,,,,,,,
49.75,45.89,,,,,,,,,51.29,47.43,3.86,,,,,,,,
49.75,45.84,,,,,,,,,51.29,47.38,3.91,,,,,,,,
49.75,45.71,,,,,,,,,51.29,47.25,4.04,,,,,,,,
49.75,45.77,,,,,,,,,51.29,47.31,3.98,,,,,,,,
49.75,45.71,,,,,,,,,51.29,47.25,4.04,,,,,,,,
49.75,45.71,,,,,,,,,51.29,47.25,4.04,,,,,,,,
49.76,45.71,,,,,,,,,51.3,47.25,4.05,,,,,,,,
49.75,45.71,,,,,,,,,51.29,47.25,4.04,,,,,,,,
49.77,45.75,,,,,,,,,51.31,47.29,4.02,,,,,,,,
49.79,45.68,,,,,,,,,51.33,47.22,4.11,,,,,,,,
49.81,45.67,,,,,,,,,51.35,47.21,4.14,,,,,,,,
49.8,45.69,,,,,,,,,51.34,47.23,4.11,,,,,,,,
49.82,45.71,,,,,,,,,51.36,47.25,4.11,,,,,,,,
49.84,45.71,,,,,,,,,51.38,47.25,4.13,,,,,,,,
49.84,45.83,,,,,,,,,51.38,47.37,4.01,,,,,,,,
49.85,45.93,,,,,,,,,51.39,47.47,3.92,,,,,,,,
49.87,46,,,,,,,,,51.41,47.54,3.87,,,,,,,,
49.88,45.97,,,,,,,,,51.42,47.51,3.91,,,,,,,,
49.88,45.97,,,,,,,,,51.42,47.51,3.91,,,,,,,,
49.89,46.07,,,,,,,,,51.43,47.61,3.82,,,,,,,,
49.88,46.08,,,,,,,,,51.42,47.62,3.8,,,,,,,,
49.89,46.08,,,,,,,,,51.43,47.62,3.81,,,,,,,,
49.89,46.08,,,,,,,,,51.43,47.62,3.81,,,,,,,,
49.89,46.08,,,,,,,,,51.43,47.62,3.81,,,,,,,,
49.89,45.97,,,,,,,,,51.43,47.51,3.92,,,,,,,,
49.89,45.96,,,,,,,,,51.43,47.5,3.93,,,,,,,,
49.9,45.97,,,,,,,,,51.44,47.51,3.93,,,,,,,,
49.9,45.96,,,,,,,,,51.44,47.5,3.94,,,,,,,,
49.9,45.97,,,,,,,,,51.44,47.51,3.93,,,,,,,,
49.92,46.05,,,,,,,,,51.46,47.59,3.87,,,,,,,,
49.93,46.08,,,,,,,,,51.47,47.62,3.85,,,,,,,,
49.95,46.2,,,,,,,,,51.49,47.74,3.75,,,,,,,,
49.97,46.17,,,,,,,,,51.51,47.71,3.8,,,,,,,,
49.97,46.2,,,,,,,,,51.51,47.74,3.77,,,,,,,,
49.99,45.92,,,,,,,,,51.53,47.46,4.07,,,,,,,,
50,45.68,,,,,,,,,51.54,47.22,4.32,,,,,,,,
50.01,45.71,,,,,,,,,51.55,47.25,4.3,,,,,,,,
50.02,45.65,,,,,,,,,51.56,47.19,4.37,,,,,,,,
50.01,45.71,,,,,,,,,51.55,47.25,4.3,,,,,,,,
50.02,45.79,,,,,,,,,51.56,47.33,4.23,,,,,,,,
50.02,45.91,,,,,,,,,51.56,47.45,4.11,,,,,,,,
50.02,45.95,,,,,,,,,51.56,47.49,4.07,,,,,,,,
50.02,45.83,,,,,,,,,51.56,47.37,4.19,,,,,,,,
50.02,45.82,,,,,,,,,51.56,47.36,4.2,,,,,,,,
50.03,45.7,,,,,,,,,51.57,47.24,4.33,,,,,,,,
50.04,45.71,,,,,,,,,51.58,47.25,4.33,,,,,,,,
50.03,45.67,,,,,,,,,51.57,47.21,4.36,,,,,,,,
50.04,45.47,,,,,,,,,51.58,47.01,4.57,,,,,,,,
50.06,45.46,,,,,,,,,51.6,47,4.6,,,,,,,,
50.07,45.59,,,,,,,,,51.61,47.13,4.48,,,,,,,,
50.09,45.7,,,,,,,,,51.63,47.24,4.39,,,,,,,,
50.11,45.71,,,,,,,,,51.65,47.25,4.4,,,,,,,,
50.13,45.82,,,,,,,,,51.67,47.36,4.31,,,,,,,,
50.14,45.89,,,,,,,,,51.68,47.43,4.25,,,,,,,,
50.14,45.83,,,,,,,,,51.68,47.37,4.31,,,,,,,,
50.15,45.83,,,,,,,,,51.69,47.37,4.32,,,,,,,,
50.14,45.83,,,,,,,,,51.68,47.37,4.31,,,,,,,,
50.15,45.83,,,,,,,,,51.69,47.37,4.32,,,,,,,,
50.15,45.95,,,,,,,,,51.69,47.49,4.2,,,,,,,,
50.15,46.03,,,,,,,,,51.69,47.57,4.12,,,,,,,,
50.15,46.03,,,,,,,,,51.69,47.57,4.12,,,,,,,,
50.15,46.03,,,,,,,,,51.69,47.57,4.12,,,,,,,,
50.15,46.08,,,,,,,,,51.69,47.62,4.07,,,,,,,,
50.16,46.01,,,,,,,,,51.7,47.55,4.15,,,,,,,,
50.15,45.98,,,,,,,,,51.69,47.52,4.17,,,,,,,,
50.16,46.02,,,,,,,,,51.7,47.56,4.14,,,,,,,,
50.15,45.96,,,,,,,,,51.69,47.5,4.19,,,,,,,,
50.17,45.96,,,,,,,,,51.71,47.5,4.21,,,,,,,,
50.17,46.07,,,,,,,,,51.71,47.61,4.1,,,,,,,,
50.18,46.08,,,,,,,,,51.72,47.62,4.1,,,,,,,,
50.18,46.08,,,,,,,,,51.72,47.62,4.1,,,,,,,,
50.21,46.08,,,,,,,,,51.75,47.62,4.13,,,,,,,,
50.2,46.09,,,,,,,,,51.74,47.63,4.11,,,,,,,,
50.21,46.2,,,,,,,,,51.75,47.74,4.01,,,,,,,,
50.24,46.33,,,,,,,,,51.78,47.87,3.91,,,,,,,,
50.24,46.33,,,,,,,,,51.78,47.87,3.91,,,,,,,,
50.26,46.4,,,,,,,,,51.8,47.94,3.86,,,,,,,,
50.26,46.45,,,,,,,,,51.8,47.99,3.81,,,,,,,,
50.27,46.56,,,,,,,,,51.81,48.1,3.71,,,,,,,,
50.27,46.45,,,,,,,,,51.81,47.99,3.82,,,,,,,,
50.28,46.45,,,,,,,,,51.82,47.99,3.83,,,,,,,,
50.28,46.45,,,,,,,,,51.82,47.99,3.83,,,,,,,,
50.29,46.48,,,,,,,,,51.83,48.02,3.81,,,,,,,,
50.29,46.56,,,,,,,,,51.83,48.1,3.73,,,,,,,,
50.29,46.58,,,,,,,,,51.83,48.12,3.71,,,,,,,,
50.3,46.58,,,,,,,,,51.84,48.12,3.72,,,,,,,,
50.29,46.52,,,,,,,,,51.83,48.06,3.77,,,,,,,,
50.3,46.58,,,,,,,,,51.84,48.12,3.72,,,,,,,,
50.3,46.6,,,,,,,,,51.84,48.14,3.7,,,,,,,,
50.32,46.48,,,,,,,,,51.86,48.02,3.84,,,,,,,,
50.34,46.45,,,,,,,,,51.88,47.99,3.89,,,,,,,,
50.34,46.33,,,,,,,,,51.88,47.87,4.01,,,,,,,,
50.37,46.21,,,,,,,,,51.91,47.75,4.16,,,,,,,,
50.37,46.23,,,,,,,,,51.91,47.77,4.14,,,,,,,,
50.4,45.97,,,,,,,,,51.94,47.51,4.43,,,,,,,,
50.41,46.04,,,,,,,,,51.95,47.58,4.37,,,,,,,,
50.41,46.09,,,,,,,,,51.95,47.63,4.32,,,,,,,,
50.41,46.18,,,,,,,,,51.95,47.72,4.23,,,,,,,,
50.42,46.2,,,,,,,,,51.96,47.74,4.22,,,,,,,,
50.42,46.2,,,,,,,,,51.96,47.74,4.22,,,,,,,,
50.42,46.21,,,,,,,,,51.96,47.75,4.21,,,,,,,,
50.42,46.27,,,,,,,,,51.96,47.81,4.15,,,,,,,,
50.42,46.21,,,,,,,,,51.96,47.75,4.21,,,,,,,,
50.43,46.23,,,,,,,,,51.97,47.77,4.2,,,,,,,,
50.43,46.2,,,,,,,,,51.97,47.74,4.23,,,,,,,,
50.43,46.21,,,,,,,,,51.97,47.75,4.22,,,,,,,,
50.43,46.33,,,,,,,,,51.97,47.87,4.1,,,,,,,,
50.44,46.33,,,,,,,,,51.98,47.87,4.11,,,,,,,,
50.45,46.33,,,,,,,,,51.99,47.87,4.12,,,,,,,,
50.46,46.32,,,,,,,,,52,47.86,4.14,,,,,,,,
50.49,46.33,,,,,,,,,52.03,47.87,4.16,,,,,,,,
50.49,46.35,,,,,,,,,52.03,47.89,4.14,,,,,,,,
50.5,46.33,,,,,,,,,52.04,47.87,4.17,,,,,,,,
50.52,46.21,,,,,,,,,52.06,47.75,4.31,,,,,,,,
50.53,46.15,,,,,,,,,52.07,47.69,4.38,,,,,,,,
50.54,46.21,,,,,,,,,52.08,47.75,4.33,,,,,,,,
50.54,46.33,,,,,,,,,52.08,47.87,4.21,,,,,,,,
50.54,46.33,,,,,,,,,52.08,47.87,4.21,,,,,,,,
50.55,46.24,,,,,,,,,52.09,47.78,4.31,,,,,,,,
50.55,46.31,,,,,,,,,52.09,47.85,4.24,,,,,,,,
50.55,46.21,,,,,,,,,52.09,47.75,4.34,,,,,,,,
50.55,46.2,,,,,,,,,52.09,47.74,4.35,,,,,,,,
50.56,46.09,,,,,,,,,52.1,47.63,4.47,,,,,,,,
50.55,46.09,,,,,,,,,52.09,47.63,4.46,,,,,,,,
50.55,46.08,,,,,,,,,52.09,47.62,4.47,,,,,,,,
50.55,46.2,,,,,,,,,52.09,47.74,4.35,,,,,,,,
50.56,46.31,,,,,,,,,52.1,47.85,4.25,,,,,,,,
50.56,46.33,,,,,,,,,52.1,47.87,4.23,,,,,,,,
50.57,46.34,,,,,,,,,52.11,47.88,4.23,,,,,,,,
50.59,46.44,,,,,,,,,52.13,47.98,4.15,,,,,,,,
50.59,46.45,,,,,,,,,52.13,47.99,4.14,,,,,,,,
50.62,46.51,,,,,,,,,52.16,48.05,4.11,,,,,,,,
50.63,46.54,,,,,,,,,52.17,48.08,4.09,,,,,,,,
50.62,46.45,,,,,,,,,52.16,47.99,4.17,,,,,,,,
50.65,46.46,,,,,,,,,52.19,48,4.19,,,,,,,,
50.66,46.45,,,,,,,,,52.2,47.99,4.21,,,,,,,,
50.66,46.58,,,,,,,,,52.2,48.12,4.08,,,,,,,,
50.67,46.69,,,,,,,,,52.21,48.23,3.98,,,,,,,,
50.67,46.67,,,,,,,,,52.21,48.21,4,,,,,,,,
50.68,46.62,,,,,,,,,52.22,48.16,4.06,,,,,,,,
50.68,46.71,,,,,,,,,52.22,48.25,3.97,,,,,,,,
50.68,46.75,,,,,,,,,52.22,48.29,3.93,,,,,,,,
50.68,46.71,,,,,,,,,52.22,48.25,3.97,,,,,,,,
50.69,46.7,,,,,,,,,52.23,48.24,3.99,,,,,,,,
50.69,46.7,,,,,,,,,52.23,48.24,3.99,,,,,,,,
50.69,46.75,,,,,,,,,52.23,48.29,3.94,,,,,,,,
50.69,46.7,,,,,,,,,52.23,48.24,3.99,,,,,,,,
50.69,46.76,,,,,,,,,52.23,48.3,3.93,,,,,,,,
50.7,46.85,,,,,,,,,52.24,48.39,3.85,,,,,,,,
50.71,46.97,,,,,,,,,52.25,48.51,3.74,,,,,,,,
50.71,46.96,,,,,,,,,52.25,48.5,3.75,,,,,,,,
50.72,46.97,,,,,,,,,52.26,48.51,3.75,,,,,,,,
50.74,46.85,,,,,,,,,52.28,48.39,3.89,,,,,,,,
50.75,46.78,,,,,,,,,52.29,48.32,3.97,,,,,,,,
50.76,46.58,,,,,,,,,52.3,48.12,4.18,,,,,,,,
50.78,46.59,,,,,,,,,52.32,48.13,4.19,,,,,,,,
50.79,46.58,,,,,,,,,52.33,48.12,4.21,,,,,,,,
50.81,46.57,,,,,,,,,52.35,48.11,4.24,,,,,,,,
50.79,46.44,,,,,,,,,52.33,47.98,4.35,,,,,,,,
50.81,46.45,,,,,,,,,52.35,47.99,4.36,,,,,,,,
50.82,46.33,,,,,,,,,52.36,47.87,4.49,,,,,,,,
50.82,46.32,,,,,,,,,52.36,47.86,4.5,,,,,,,,
50.82,46.3,,,,,,,,,52.36,47.84,4.52,,,,,,,,
50.82,46.2,,,,,,,,,52.36,47.74,4.62,,,,,,,,
50.82,46.09,,,,,,,,,52.36,47.63,4.73,,,,,,,,
50.82,46.09,,,,,,,,,52.36,47.63,4.73,,,,,,,,
50.82,46.31,,,,,,,,,52.36,47.85,4.51,,,,,,,,
50.82,46.45,,,,,,,,,52.36,47.99,4.37,,,,,,,,
50.83,46.57,,,,,,,,,52.37,48.11,4.26,,,,,,,,
50.82,46.58,,,,,,,,,52.36,48.12,4.24,,,,,,,,
50.83,46.59,,,,,,,,,52.37,48.13,4.24,,,,,,,,
50.83,46.59,,,,,,,,,52.37,48.13,4.24,,,,,,,,
50.83,46.63,,,,,,,,,52.37,48.17,4.2,,,,,,,,
50.83,46.7,,,,,,,,,52.37,48.24,4.13,,,,,,,,
50.84,46.65,,,,,,,,,52.38,48.19,4.19,,,,,,,,
50.84,46.58,,,,,,,,,52.38,48.12,4.26,,,,,,,,
50.85,46.6,,,,,,,,,52.39,48.14,4.25,,,,,,,,
50.85,46.68,,,,,,,,,52.39,48.22,4.17,,,,,,,,
50.85,46.66,,,,,,,,,52.39,48.2,4.19,,,,,,,,
50.84,46.7,,,,,,,,,52.38,48.24,4.14,,,,,,,,
50.87,46.7,,,,,,,,,52.41,48.24,4.17,,,,,,,,
50.88,46.82,,,,,,,,,52.42,48.36,4.06,,,,,,,,
50.9,46.76,,,,,,,,,52.44,48.3,4.14,,,,,,,,
50.87,46.83,,,,,,,,,52.41,48.37,4.04,,,,,,,,
50.89,46.83,,,,,,,,,52.43,48.37,4.06,,,,,,,,
50.91,46.83,,,,,,,,,52.45,48.37,4.08,,,,,,,,
50.93,46.83,,,,,,,,,52.47,48.37,4.1,,,,,,,,
50.94,46.83,,,,,,,,,52.48,48.37,4.11,,,,,,,,
50.94,46.95,,,,,,,,,52.48,48.49,3.99,,,,,,,,
50.95,47.08,,,,,,,,,52.49,48.62,3.87,,,,,,,,
50.95,47.08,,,,,,,,,52.49,48.62,3.87,,,,,,,,
50.96,46.96,,,,,,,,,52.5,48.5,4,,,,,,,,
50.96,47.02,,,,,,,,,52.5,48.56,3.94,,,,,,,,
50.96,46.96,,,,,,,,,52.5,48.5,4,,,,,,,,
50.96,46.99,,,,,,,,,52.5,48.53,3.97,,,,,,,,
50.96,46.87,,,,,,,,,52.5,48.41,4.09,,,,,,,,
50.97,46.85,,,,,,,,,52.51,48.39,4.12,,,,,,,,
50.97,46.83,,,,,,,,,52.51,48.37,4.14,,,,,,,,
50.96,46.95,,,,,,,,,52.5,48.49,4.01,,,,,,,,
50.98,46.96,,,,,,,,,52.52,48.5,4.02,,,,,,,,
50.99,46.96,,,,,,,,,52.53,48.5,4.03,,,,,,,,
51,46.96,,,,,,,,,52.54,48.5,4.04,,,,,,,,
50.99,46.63,,,,,,,,,52.53,48.17,4.36,,,,,,,,
51.02,46.58,,,,,,,,,52.56,48.12,4.44,,,,,,,,
51.05,46.56,,,,,,,,,52.59,48.1,4.49,,,,,,,,
51.06,46.58,,,,,,,,,52.6,48.12,4.48,,,,,,,,
51.06,46.6,,,,,,,,,52.6,48.14,4.46,,,,,,,,
51.08,46.71,,,,,,,,,52.62,48.25,4.37,,,,,,,,
51.09,46.83,,,,,,,,,52.63,48.37,4.26,,,,,,,,
51.09,46.82,,,,,,,,,52.63,48.36,4.27,,,,,,,,
51.09,46.79,,,,,,,,,52.63,48.33,4.3,,,,,,,,
51.09,46.71,,,,,,,,,52.63,48.25,4.38,,,,,,,,
51.1,46.6,,,,,,,,,52.64,48.14,4.5,,,,,,,,
51.1,46.7,,,,,,,,,52.64,48.24,4.4,,,,,,,,
51.1,46.83,,,,,,,,,52.64,48.37,4.27,,,,,,,,
51.1,46.81,,,,,,,,,52.64,48.35,4.29,,,,,,,,
51.1,46.83,,,,,,,,,52.64,48.37,4.27,,,,,,,,
51.11,46.9,,,,,,,,,52.65,48.44,4.21,,,,,,,,
51.1,46.24,,,,,,,,,52.64,47.78,4.86,,,,,,,,
51.11,45.94,,,,,,,,,52.65,47.48,5.17,,,,,,,,
51.14,45.95,,,,,,,,,52.68,47.49,5.19,,,,,,,,
51.15,46.04,,,,,,,,,52.69,47.58,5.11,,,,,,,,
51.16,46.17,,,,,,,,,52.7,47.71,4.99,,,,,,,,
51.18,46.31,,,,,,,,,52.72,47.85,4.87,,,,,,,,
51.2,46.42,,,,,,,,,52.74,47.96,4.78,,,,,,,,
51.2,46.45,,,,,,,,,52.74,47.99,4.75,,,,,,,,
51.21,46.59,,,,,,,,,52.75,48.13,4.62,,,,,,,,
51.22,46.65,,,,,,,,,52.76,48.19,4.57,,,,,,,,
51.23,46.83,,,,,,,,,52.77,48.37,4.4,,,,,,,,
51.23,46.83,,,,,,,,,52.77,48.37,4.4,,,,,,,,
51.23,46.83,,,,,,,,,52.77,48.37,4.4,,,,,,,,
51.23,46.83,,,,,,,,,52.77,48.37,4.4,,,,,,,,
51.23,46.8,,,,,,,,,52.77,48.34,4.43,,,,,,,,
51.24,46.95,,,,,,,,,52.78,48.49,4.29,,,,,,,,
51.23,46.87,,,,,,,,,52.77,48.41,4.36,,,,,,,,
51.23,46.71,,,,,,,,,52.77,48.25,4.52,,,,,,,,
51.24,46.67,,,,,,,,,52.78,48.21,4.57,,,,,,,,
51.23,46.69,,,,,,,,,52.77,48.23,4.54,,,,,,,,
51.24,46.7,,,,,,,,,52.78,48.24,4.54,,,,,,,,
51.24,46.71,,,,,,,,,52.78,48.25,4.53,,,,,,,,
51.24,46.7,,,,,,,,,52.78,48.24,4.54,,,,,,,,
51.24,46.7,,,,,,,,,52.78,48.24,4.54,,,,,,,,
51.24,46.79,,,,,,,,,52.78,48.33,4.45,,,,,,,,
51.25,46.93,,,,,,,,,52.79,48.47,4.32,,,,,,,,
51.25,47.02,,,,,,,,,52.79,48.56,4.23,,,,,,,,
51.26,47.09,,,,,,,,,52.8,48.63,4.17,,,,,,,,
51.29,47.21,,,,,,,,,52.83,48.75,4.08,,,,,,,,
51.29,47.21,,,,,,,,,52.83,48.75,4.08,,,,,,,,
51.32,47.24,,,,,,,,,52.86,48.78,4.08,,,,,,,,
51.31,47.33,,,,,,,,,52.85,48.87,3.98,,,,,,,,
51.33,47.32,,,,,,,,,52.87,48.86,4.01,,,,,,,,
51.34,47.34,,,,,,,,,52.88,48.88,4,,,,,,,,
51.35,47.34,,,,,,,,,52.89,48.88,4.01,,,,,,,,
51.36,47.28,,,,,,,,,52.9,48.82,4.08,,,,,,,,
51.35,47.25,,,,,,,,,52.89,48.79,4.1,,,,,,,,
51.36,47.3,,,,,,,,,52.9,48.84,4.06,,,,,,,,
51.36,47.34,,,,,,,,,52.9,48.88,4.02,,,,,,,,
51.37,47.35,,,,,,,,,52.91,48.89,4.02,,,,,,,,
51.37,47.35,,,,,,,,,52.91,48.89,4.02,,,,,,,,
51.37,47.46,,,,,,,,,52.91,49,3.91,,,,,,,,
51.37,47.34,,,,,,,,,52.91,48.88,4.03,,,,,,,,
51.37,47.17,,,,,,,,,52.91,48.71,4.2,,,,,,,,
51.37,46.95,,,,,,,,,52.91,48.49,4.42,,,,,,,,
51.38,46.84,,,,,,,,,52.92,48.38,4.54,,,,,,,,
51.38,47,,,,,,,,,52.92,48.54,4.38,,,,,,,,
51.38,47.14,,,,,,,,,52.92,48.68,4.24,,,,,,,,
51.39,47.16,,,,,,,,,52.93,48.7,4.23,,,,,,,,
51.4,47.11,,,,,,,,,52.94,48.65,4.29,,,,,,,,
51.41,47,,,,,,,,,52.95,48.54,4.41,,,,,,,,
51.4,46.83,,,,,,,,,52.94,48.37,4.57,,,,,,,,
51.42,46.82,,,,,,,,,52.96,48.36,4.6,,,,,,,,
51.43,46.9,,,,,,,,,52.97,48.44,4.53,,,,,,,,
51.45,47.07,,,,,,,,,52.99,48.61,4.38,,,,,,,,
51.47,47.09,,,,,,,,,53.01,48.63,4.38,,,,,,,,
51.47,47.08,,,,,,,,,53.01,48.62,4.39,,,,,,,,
51.48,46.98,,,,,,,,,53.02,48.52,4.5,,,,,,,,
51.49,46.69,,,,,,,,,53.03,48.23,4.8,,,,,,,,
51.51,46.7,,,,,,,,,53.05,48.24,4.81,,,,,,,,
51.51,46.83,,,,,,,,,53.05,48.37,4.68,,,,,,,,
51.5,46.83,,,,,,,,,53.04,48.37,4.67,,,,,,,,
51.51,46.95,,,,,,,,,53.05,48.49,4.56,,,,,,,,
51.51,47.08,,,,,,,,,53.05,48.62,4.43,,,,,,,,
51.51,47.09,,,,,,,,,53.05,48.63,4.42,,,,,,,,
51.51,47.15,,,,,,,,,53.05,48.69,4.36,,,,,,,,
51.51,46.99,,,,,,,,,53.05,48.53,4.52,,,,,,,,
51.51,46.96,,,,,,,,,53.05,48.5,4.55,,,,,,,,
51.51,46.87,,,,,,,,,53.05,48.41,4.64,,,,,,,,
51.51,46.95,,,,,,,,,53.05,48.49,4.56,,,,,,,,
51.52,46.96,,,,,,,,,53.06,48.5,4.56,,,,,,,,
51.52,46.96,,,,,,,,,53.06,48.5,4.56,,,,,,,,
51.51,46.87,,,,,,,,,53.05,48.41,4.64,,,,,,,,
51.52,46.83,,,,,,,,,53.06,48.37,4.69,,,,,,,,
51.52,46.86,,,,,,,,,53.06,48.4,4.66,,,,,,,,
51.53,46.95,,,,,,,,,53.07,48.49,4.58,,,,,,,,
51.55,47.02,,,,,,,,,53.09,48.56,4.53,,,,,,,,
51.57,47.14,,,,,,,,,53.11,48.68,4.43,,,,,,,,
51.59,47.26,,,,,,,,,53.13,48.8,4.33,,,,,,,,
51.6,47.21,,,,,,,,,53.14,48.75,4.39,,,,,,,,
51.6,47.08,,,,,,,,,53.14,48.62,4.52,,,,,,,,
51.61,47.19,,,,,,,,,53.15,48.73,4.42,,,,,,,,
51.61,47.21,,,,,,,,,53.15,48.75,4.4,,,,,,,,
51.63,47.15,,,,,,,,,53.17,48.69,4.48,,,,,,,,
51.64,47.08,,,,,,,,,53.18,48.62,4.56,,,,,,,,
51.64,47.01,,,,,,,,,53.18,48.55,4.63,,,,,,,,
51.64,47.08,,,,,,,,,53.18,48.62,4.56,,,,,,,,
51.64,47.21,,,,,,,,,53.18,48.75,4.43,,,,,,,,
51.65,47.23,,,,,,,,,53.19,48.77,4.42,,,,,,,,
51.65,47.21,,,,,,,,,53.19,48.75,4.44,,,,,,,,
51.65,47.17,,,,,,,,,53.19,48.71,4.48,,,,,,,,
51.65,47.13,,,,,,,,,53.19,48.67,4.52,,,,,,,,
51.65,47.23,,,,,,,,,53.19,48.77,4.42,,,,,,,,
51.65,47.22,,,,,,,,,53.19,48.76,4.43,,,,,,,,
51.65,47.2,,,,,,,,,53.19,48.74,4.45,,,,,,,,
51.65,47.23,,,,,,,,,53.19,48.77,4.42,,,,,,,,
51.66,47.31,,,,,,,,,53.2,48.85,4.35,,,,,,,,
51.66,47.34,,,,,,,,,53.2,48.88,4.32,,,,,,,,
51.66,47.46,,,,,,,,,53.2,49,4.2,,,,,,,,
51.67,47.58,,,,,,,,,53.21,49.12,4.09,,,,,,,,
51.69,47.7,,,,,,,,,53.23,49.24,3.99,,,,,,,,
51.68,47.72,,,,,,,,,53.22,49.26,3.96,,,,,,,,
51.71,47.6,,,,,,,,,53.25,49.14,4.11,,,,,,,,
51.71,47.6,,,,,,,,,53.25,49.14,4.11,,,,,,,,
51.74,47.64,,,,,,,,,53.28,49.18,4.1,,,,,,,,
51.74,47.7,,,,,,,,,53.28,49.24,4.04,,,,,,,,
51.75,47.72,,,,,,,,,53.29,49.26,4.03,,,,,,,,
51.77,47.62,,,,,,,,,53.31,49.16,4.15,,,,,,,,
51.77,47.53,,,,,,,,,53.31,49.07,4.24,,,,,,,,
51.78,47.35,,,,,,,,,53.32,48.89,4.43,,,,,,,,
51.79,47.36,,,,,,,,,53.33,48.9,4.43,,,,,,,,
51.78,47.49,,,,,,,,,53.32,49.03,4.29,,,,,,,,
51.78,47.6,,,,,,,,,53.32,49.14,4.18,,,,,,,,
51.79,47.47,,,,,,,,,53.33,49.01,4.32,,,,,,,,
